Time, Low-pass and stretch (1st partial)
1.794911, 1138.751831
1.796425, 1143.321167
1.797940, 1145.252319
1.799455, 1145.007568
1.800969, 1141.988403
1.802484, 1138.751831
1.803999, 1138.942261
1.805514, 1136.059204
1.807028, 1133.856079
1.808543, 1132.468994
1.810058, 1132.414551
1.811572, 1131.952148
1.813087, 1131.299438
1.814602, 1134.345703
1.816116, 1133.420898
1.817631, 1133.692871
1.819146, 1133.937622
1.820660, 1132.278564
1.822175, 1134.617676
1.823690, 1135.352051
1.825204, 1131.136230
1.826719, 1131.109009
1.828234, 1133.284912
1.829749, 1130.945801
1.831263, 1130.320312
1.832778, 1132.740967
1.834293, 1131.217773
1.835807, 1131.489746
1.837322, 1134.971191
1.838837, 1136.711914
1.840351, 1136.303955
1.841866, 1136.249512
1.843381, 1136.875122
1.844895, 1135.787231
1.846410, 1136.820679
1.847925, 1135.460815
1.849440, 1137.772705
1.850954, 1138.262207
1.852469, 1139.458984
1.853984, 1141.281250
1.855498, 1135.732788
1.857013, 1136.059204
1.858528, 1137.473511
1.860042, 1138.643066
1.861557, 1143.702026
1.863072, 1146.340210
1.864587, 1147.564209
1.866101, 1146.748169
1.867616, 1149.522461
1.869131, 1154.690186
1.870645, 1157.491699
1.872160, 1157.654907
1.873675, 1156.512573
1.875189, 1158.906006
1.876704, 1161.897827
1.878219, 1157.110840
1.879733, 1155.506226
1.881248, 1159.069214
1.882763, 1161.109131
1.884278, 1158.606812
1.885792, 1158.878784
1.887307, 1159.041992
1.888822, 1160.265991
1.890336, 1163.040161
1.891851, 1161.245117
1.893366, 1164.291382
1.894880, 1169.323120
1.896395, 1170.818970
1.897910, 1174.245972
1.899424, 1175.633179
1.900939, 1174.599609
1.902454, 1178.869751
1.903969, 1180.420166
1.905483, 1179.141724
1.906998, 1182.595947
1.908513, 1187.926880
1.910027, 1190.021240
1.911542, 1189.422852
1.913057, 1190.211670
1.914571, 1187.382935
1.916086, 1187.682129
1.917601, 1186.811768
1.919115, 1183.357544
1.920630, 1180.148071
1.922145, 1178.842651
1.923660, 1178.788208
1.925174, 1177.972290
1.926689, 1178.869751
1.928204, 1180.420166
1.929718, 1180.120972
1.931233, 1176.313110
1.932748, 1179.903320
1.934262, 1179.468140
1.935777, 1175.143555
1.937292, 1179.930542
1.938807, 1179.386597
1.940321, 1178.053833
1.941836, 1181.725708
1.943351, 1180.828125
1.944865, 1182.895142
1.946380, 1182.677612
1.947895, 1177.183472
1.949409, 1180.039307
1.950924, 1181.317627
1.952439, 1181.453613
1.953953, 1180.039307
1.955468, 1178.217041
1.956983, 1178.298584
1.958498, 1174.137207
1.960012, 1173.647705
1.961527, 1175.197998
1.963042, 1175.605957
1.964556, 1171.199829
1.966071, 1171.308594
1.967586, 1173.729248
1.969100, 1174.490845
1.970615, 1172.967651
1.972130, 1170.954956
1.973644, 1168.806274
1.975159, 1164.454468
1.976674, 1163.720215
1.978189, 1162.523438
1.979703, 1157.600464
1.981218, 1154.989380
1.982733, 1154.200684
1.984247, 1153.792725
1.985762, 1154.255005
1.987277, 1152.813477
1.988791, 1154.826172
1.990306, 1156.539673
1.991821, 1159.640381
1.993335, 1164.236938
1.994850, 1165.950439
1.996365, 1166.140869
1.997880, 1167.636719
1.999394, 1164.998535
2.000909, 1159.531616
2.002424, 1160.456299
2.003938, 1161.952271
2.005453, 1161.897827
2.006968, 1159.014771
2.008482, 1159.749146
2.009997, 1162.985840
2.011512, 1162.061035
2.013026, 1161.054688
2.014541, 1159.966797
2.016056, 1159.449951
2.017570, 1160.048340
2.019085, 1158.144409
2.020600, 1159.286743
2.022115, 1158.688477
2.023629, 1159.531616
2.025144, 1162.305786
2.026659, 1163.475342
2.028173, 1165.216064
2.029688, 1165.787231
2.031203, 1169.268677
2.032717, 1164.644897
2.034232, 1161.217896
2.035747, 1162.523438
2.037261, 1160.701172
2.038776, 1162.958618
2.040291, 1161.054688
2.041806, 1161.653076
2.043320, 1164.590576
2.044835, 1162.305786
2.046350, 1163.992188
2.047864, 1163.339355
2.049379, 1161.979492
2.050894, 1163.312134
2.052408, 1163.529785
2.053923, 1167.201538
2.055438, 1167.935913
2.056952, 1170.139038
2.058467, 1169.921387
2.059982, 1170.166260
2.061496, 1174.028442
2.063011, 1172.777344
2.064526, 1177.591431
2.066041, 1179.413818
2.067555, 1180.120972
2.069070, 1183.058350
2.070585, 1182.759155
2.072099, 1182.976807
2.073614, 1180.637695
2.075129, 1179.114624
2.076643, 1180.692139
2.078158, 1180.338501
2.079673, 1181.807251
2.081187, 1180.909668
2.082702, 1180.746460
2.084217, 1182.704834
2.085732, 1184.499878
2.087246, 1185.152710
2.088761, 1184.880737
2.090276, 1186.838989
2.091790, 1186.893433
2.093305, 1185.533447
2.094820, 1183.792725
2.096334, 1182.949585
2.097849, 1181.562500
2.099364, 1182.242432
2.100878, 1183.058350
2.102393, 1180.664917
2.103908, 1183.901489
2.105423, 1184.010376
2.106937, 1180.420166
2.108452, 1178.869751
2.109967, 1180.093750
2.111481, 1180.202515
2.112996, 1182.323975
2.114511, 1181.290527
2.116025, 1178.461792
2.117540, 1177.047485
2.119055, 1172.858887
2.120569, 1173.783691
2.122084, 1176.177124
2.123599, 1175.306763
2.125114, 1176.748291
2.126628, 1177.781860
2.128143, 1177.727417
2.129658, 1180.501709
2.131172, 1179.712891
2.132687, 1176.394775
2.134202, 1171.444580
2.135716, 1169.567871
2.137231, 1172.614136
2.138746, 1171.362915
2.140261, 1170.492676
2.141775, 1168.044800
2.143290, 1168.779053
2.144805, 1169.540649
2.146319, 1167.310425
2.147834, 1168.697510
2.149349, 1173.130859
2.150863, 1173.566040
2.152378, 1177.863403
2.153893, 1175.905151
2.155407, 1173.049316
2.156922, 1173.049316
2.158437, 1176.013916
2.159952, 1175.524414
2.161466, 1173.647705
2.162981, 1172.940552
2.164496, 1170.574219
2.166010, 1170.900635
2.167525, 1170.791748
2.169040, 1172.342163
2.170554, 1173.838013
2.172069, 1176.449097
2.173584, 1179.087402
2.175098, 1180.855347
2.176613, 1184.010376
2.178128, 1184.907837
2.179643, 1187.246948
2.181157, 1186.240601
2.182672, 1187.355713
2.184187, 1191.272339
2.185701, 1191.707520
2.187216, 1190.973145
2.188731, 1193.992188
2.190245, 1195.705688
2.191760, 1196.739258
2.193275, 1197.636841
2.194789, 1203.620483
2.196304, 1204.599731
2.197819, 1206.231567
2.199334, 1206.095581
2.200848, 1203.076538
2.202363, 1205.551636
2.203878, 1204.518066
2.205392, 1203.729370
2.206907, 1201.308594
2.208422, 1201.770996
2.209936, 1207.373901
2.211451, 1206.993164
2.212966, 1207.645874
2.214481, 1207.129150
2.215995, 1211.154541
2.217510, 1213.602417
2.219025, 1211.861694
2.220539, 1212.351318
2.222054, 1214.064819
2.223569, 1213.792847
2.225083, 1217.111084
2.226598, 1217.682251
2.228113, 1218.307739
2.229627, 1222.061157
2.231142, 1228.779297
2.232657, 1228.044922
2.234172, 1226.140991
2.235686, 1228.235229
2.237201, 1232.396729
2.238716, 1236.476440
2.240230, 1240.991455
2.241745, 1243.738525
2.243260, 1245.288818
2.244774, 1242.840942
2.246289, 1242.976929
2.247804, 1243.901733
2.249318, 1242.378540
2.250833, 1240.229858
2.252348, 1244.092041
2.253863, 1243.956055
2.255377, 1243.738525
2.256892, 1241.644165
2.258407, 1238.951538
2.259921, 1237.564453
2.261436, 1237.183594
2.262951, 1237.673218
2.264465, 1243.167358
2.265980, 1241.617065
2.267495, 1242.487305
2.269009, 1241.916138
2.270524, 1243.058594
2.272039, 1242.840942
2.273554, 1243.357666
2.275068, 1241.698608
2.276583, 1239.985107
2.278098, 1239.957886
2.279612, 1244.119263
2.281127, 1241.943359
2.282642, 1237.972412
2.284156, 1233.130981
2.285671, 1234.137329
2.287186, 1233.511841
2.288700, 1233.022217
2.290215, 1231.852661
2.291730, 1235.143799
2.293245, 1238.162842
2.294759, 1235.606079
2.296274, 1231.988647
2.297789, 1232.478271
2.299303, 1227.092896
2.300818, 1228.208130
2.302333, 1227.392090
2.303847, 1230.329590
2.305362, 1230.329590
2.306877, 1227.854492
2.308392, 1226.358643
2.309906, 1223.584351
2.311421, 1221.680420
2.312936, 1220.565308
2.314450, 1216.104736
2.315965, 1216.866211
2.317480, 1217.736572
2.318994, 1221.462891
2.320509, 1215.642334
2.322024, 1218.579834
2.323538, 1225.325073
2.325053, 1226.276978
2.326568, 1228.099243
2.328083, 1227.120117
2.329597, 1222.958740
2.331112, 1222.931519
2.332627, 1219.395752
2.334141, 1220.674072
2.335656, 1221.571655
2.337171, 1221.544434
2.338685, 1215.669556
2.340200, 1215.805542
2.341715, 1214.853516
2.343229, 1213.439209
2.344744, 1213.847168
2.346259, 1217.002197
2.347774, 1215.995850
2.349288, 1219.667725
2.350803, 1223.774658
2.352318, 1228.452881
2.353832, 1231.281494
2.355347, 1233.756592
2.356862, 1237.047607
2.358376, 1237.020386
2.359891, 1237.510010
2.361406, 1244.092041
2.362920, 1245.723999
2.364435, 1247.002319
2.365950, 1243.874512
2.367465, 1241.154663
2.368979, 1243.901733
2.370494, 1246.458374
2.372009, 1241.889038
2.373523, 1241.508179
2.375038, 1243.575317
2.376553, 1241.426636
2.378067, 1243.765747
2.379582, 1252.605225
2.381097, 1253.312378
2.382611, 1254.400391
2.384126, 1260.819214
2.385641, 1260.656006
2.387156, 1259.160156
2.388670, 1258.561768
2.390185, 1257.120239
2.391700, 1258.616089
2.393214, 1258.724976
2.394729, 1256.440308
2.396244, 1253.856445
2.397758, 1255.597046
2.399273, 1256.494629
2.400788, 1255.569946
2.402303, 1258.507324
2.403817, 1263.212769
2.405332, 1263.430298
2.406847, 1263.239868
2.408361, 1261.716797
2.409876, 1258.670532
2.411391, 1261.036865
2.412905, 1262.505493
2.414420, 1262.886353
2.415935, 1260.628784
2.417449, 1259.540894
2.418964, 1258.561768
2.420479, 1258.670532
2.421993, 1258.398560
2.423508, 1254.753906
2.425023, 1249.232666
2.426538, 1249.368652
2.428052, 1251.870850
2.429567, 1250.782959
2.431082, 1245.533569
2.432596, 1245.234375
2.434111, 1246.295166
2.435626, 1245.995972
2.437140, 1246.567139
2.438655, 1247.301514
2.440170, 1247.437500
2.441684, 1245.805542
2.443199, 1242.895386
2.444714, 1242.324219
2.446229, 1245.016846
2.447743, 1242.378540
2.449258, 1238.135620
2.450773, 1234.327759
2.452287, 1231.499146
2.453802, 1230.710327
2.455317, 1231.580688
2.456831, 1231.635132
2.458346, 1233.675049
2.459861, 1234.953369
2.461375, 1233.620605
2.462890, 1234.409424
2.464405, 1233.321411
2.465919, 1231.852661
2.467434, 1232.723022
2.468949, 1230.873535
2.470464, 1225.107422
2.471978, 1220.891602
2.473493, 1219.966919
2.475008, 1214.962402
2.476522, 1210.447388
2.478037, 1212.541626
2.479552, 1211.888916
2.481066, 1208.516235
2.482581, 1207.319580
2.484096, 1209.821777
2.485610, 1209.740234
2.487125, 1212.106567
2.488640, 1213.901611
2.490155, 1217.355835
2.491669, 1214.907959
2.493184, 1213.167236
2.494699, 1209.005859
2.496213, 1206.041260
2.497728, 1206.775635
2.499243, 1204.572510
2.500757, 1205.796387
2.502272, 1209.305054
2.503787, 1208.869873
2.505301, 1206.857178
2.506816, 1202.804565
2.508331, 1201.009521
2.509845, 1199.105591
2.511360, 1194.916992
2.512875, 1195.841675
2.514390, 1198.398438
2.515904, 1202.532593
2.517419, 1204.164551
2.518934, 1202.260620
2.520448, 1202.967773
2.521963, 1203.266968
2.523478, 1206.530762
2.524992, 1207.428345
2.526507, 1208.325928
2.528022, 1209.794678
2.529536, 1211.236206
2.531051, 1212.541626
2.532566, 1210.420166
2.534081, 1209.794678
2.535595, 1211.263306
2.537110, 1212.487305
2.538625, 1213.140015
2.540139, 1214.744751
2.541654, 1217.546265
2.543169, 1221.272461
2.544683, 1223.693115
2.546198, 1227.038574
2.547713, 1227.147339
2.549227, 1224.318726
2.550742, 1224.862671
2.552257, 1228.425659
2.553772, 1227.500977
2.555286, 1226.956909
2.556801, 1224.808228
2.558316, 1220.483643
2.559830, 1220.619629
2.561345, 1220.674072
2.562860, 1219.749268
2.564374, 1216.023071
2.565889, 1216.621460
2.567404, 1221.707642
2.568918, 1228.534424
2.570433, 1230.846313
2.571948, 1234.898926
2.573463, 1239.441162
2.574977, 1242.759399
2.576492, 1246.539917
2.578007, 1247.410278
2.579521, 1249.395874
2.581036, 1254.155518
2.582551, 1256.494629
2.584065, 1257.582642
2.585580, 1262.206421
2.587095, 1262.559937
2.588610, 1264.327881
2.590124, 1265.551758
2.591639, 1270.583496
2.593154, 1273.820190
2.594668, 1270.909912
2.596183, 1277.138428
2.597698, 1275.968872
2.599212, 1273.303345
2.600727, 1270.501953
2.602242, 1265.850952
2.603756, 1261.798340
2.605271, 1257.881836
2.606786, 1258.588989
2.608301, 1259.948853
2.609815, 1262.043213
2.611330, 1262.315186
2.612845, 1266.884521
2.614359, 1276.213623
2.615874, 1282.088501
2.617389, 1281.490234
2.618903, 1276.730469
2.620418, 1275.044067
2.621933, 1279.695068
2.623447, 1280.293457
2.624962, 1282.333374
2.626477, 1282.061401
2.627992, 1282.442139
2.629506, 1286.657959
2.631021, 1282.605347
2.632536, 1284.890015
2.634050, 1286.467529
2.635565, 1285.461182
2.637080, 1287.011475
2.638594, 1292.696045
2.640109, 1292.832031
2.641624, 1293.348755
2.643138, 1296.503784
2.644653, 1295.633423
2.646168, 1294.599976
2.647683, 1290.003296
2.649197, 1287.745850
2.650712, 1286.059570
2.652227, 1286.195557
2.653741, 1290.248169
2.655256, 1291.934448
2.656771, 1291.308838
2.658285, 1290.873657
2.659800, 1292.206421
2.661315, 1292.505615
2.662829, 1293.729614
2.664344, 1293.511963
2.665859, 1291.580933
2.667374, 1295.987061
2.668888, 1296.422241
2.670403, 1293.593628
2.671918, 1294.409546
2.673432, 1288.588989
2.674947, 1287.065918
2.676462, 1283.611694
2.677976, 1279.613525
2.679491, 1281.327026
2.681006, 1281.598999
2.682521, 1283.013306
2.684035, 1284.699585
2.685550, 1285.923584
2.687065, 1290.384155
2.688579, 1294.246338
2.690094, 1297.755005
2.691609, 1303.575439
2.693123, 1307.872803
2.694638, 1311.136719
2.696153, 1312.333374
2.697667, 1311.653442
2.699182, 1310.701538
2.700697, 1312.170288
2.702212, 1312.632568
2.703726, 1313.176636
2.705241, 1314.155762
2.706756, 1308.253662
2.708270, 1304.908203
2.709785, 1298.217285
2.711300, 1297.292603
2.712814, 1300.801147
2.714329, 1303.330688
2.715844, 1303.330688
2.717358, 1300.991577
2.718873, 1302.242676
2.720388, 1305.452148
2.721903, 1308.770386
2.723417, 1309.314331
2.724932, 1313.502930
2.726447, 1317.338013
2.727961, 1316.766846
2.729476, 1318.208374
2.730991, 1314.917236
2.732505, 1313.122192
2.734020, 1311.245483
2.735535, 1305.125732
2.737049, 1302.215576
2.738564, 1298.244507
2.740079, 1297.890991
2.741594, 1301.154785
2.743108, 1299.414062
2.744623, 1299.686035
2.746138, 1296.830200
2.747652, 1298.679688
2.749167, 1298.951660
2.750682, 1300.665161
2.752196, 1299.305298
2.753711, 1296.123047
2.755226, 1302.324341
2.756741, 1306.812134
2.758255, 1311.463013
2.759770, 1313.149414
2.761285, 1314.128540
2.762799, 1311.925415
2.764314, 1305.669800
2.765829, 1304.581787
2.767343, 1308.199219
2.768858, 1310.891846
2.770373, 1310.483887
2.771887, 1312.306274
2.773402, 1311.898193
2.774917, 1309.232788
2.776432, 1313.584595
2.777946, 1318.942627
2.779461, 1319.785889
2.780976, 1322.424072
2.782490, 1321.934570
2.784005, 1320.710571
2.785520, 1320.520264
2.787034, 1325.606323
2.788549, 1326.911865
2.790064, 1330.882935
2.791578, 1331.454102
2.793093, 1328.815796
2.794608, 1331.698853
2.796123, 1328.407837
2.797637, 1331.998047
2.799152, 1335.642700
2.800667, 1335.343506
2.802181, 1339.885620
2.803696, 1337.682495
2.805211, 1338.525635
2.806725, 1341.136719
2.808240, 1344.264648
2.809755, 1344.182983
2.811269, 1344.590942
2.812784, 1351.445068
2.814299, 1350.819458
2.815814, 1351.363403
2.817328, 1354.627319
2.818843, 1350.166748
2.820358, 1352.641724
2.821872, 1350.221069
2.823387, 1347.773193
2.824902, 1345.842163
2.826416, 1343.611816
2.827931, 1344.862915
2.829446, 1339.015259
2.830960, 1340.048828
2.832475, 1346.114136
2.833990, 1346.358887
2.835505, 1345.923706
2.837019, 1348.806763
2.838534, 1350.873901
2.840049, 1348.942749
2.841563, 1349.867554
2.843078, 1354.817627
2.844593, 1359.359863
2.846107, 1357.836670
2.847622, 1358.244751
2.849137, 1362.079712
2.850652, 1359.604614
2.852166, 1357.619141
2.853681, 1360.991699
2.855196, 1364.609131
2.856710, 1366.948242
2.858225, 1370.266479
2.859740, 1375.162231
2.861254, 1377.773315
2.862769, 1376.821411
2.864284, 1377.990845
2.865798, 1380.302734
2.867313, 1380.656372
2.868828, 1381.091553
2.870342, 1387.238403
2.871857, 1386.857666
2.873372, 1386.340820
2.874887, 1383.729858
2.876401, 1377.773315
2.877916, 1372.795898
2.879431, 1370.973633
2.880945, 1374.999023
2.882460, 1373.693481
2.883975, 1371.136841
2.885489, 1368.688965
2.887004, 1371.191284
2.888519, 1371.109619
2.890033, 1367.519409
2.891548, 1367.546631
2.893063, 1367.791382
2.894578, 1364.826782
2.896092, 1369.314575
2.897607, 1361.617310
2.899122, 1357.591919
2.900636, 1350.846680
2.902151, 1345.406982
2.903666, 1344.862915
2.905180, 1345.488525
2.906695, 1347.229248
2.908210, 1343.666260
2.909724, 1340.456787
2.911239, 1337.464966
2.912754, 1332.106812
2.914268, 1330.066895
2.915783, 1323.267212
2.917298, 1323.240112
2.918813, 1322.342529
2.920327, 1315.923584
2.921842, 1312.850220
2.923357, 1311.789429
2.924871, 1310.429565
2.926386, 1310.456665
2.927901, 1312.061401
2.929415, 1311.490234
2.930930, 1311.109497
2.932445, 1317.745972
2.933959, 1320.574585
2.935474, 1325.035156
2.936989, 1319.541016
2.938504, 1318.752319
2.940018, 1317.800293
2.941533, 1314.101318
2.943048, 1314.781250
2.944562, 1314.835693
2.946077, 1312.551025
2.947592, 1312.387817
2.949106, 1313.122192
2.950621, 1314.074097
2.952136, 1313.530151
2.953650, 1315.923584
2.955165, 1316.685181
2.956680, 1319.649902
2.958194, 1319.296265
2.959709, 1319.948975
2.961224, 1316.875610
2.962739, 1315.080444
2.964253, 1315.814819
2.965768, 1315.026123
2.967283, 1311.191040
2.968797, 1307.492065
2.970312, 1304.173828
2.971827, 1308.008789
2.973341, 1305.669800
2.974856, 1307.220093
2.976371, 1307.165649
2.977885, 1304.717773
2.979400, 1305.288940
2.980915, 1305.397827
2.982430, 1302.487549
2.983944, 1298.054199
2.985459, 1291.281738
2.986974, 1293.865601
2.988488, 1299.359619
2.990003, 1301.671509
2.991518, 1300.202881
2.993032, 1301.317993
2.994547, 1293.185547
2.996062, 1288.099487
2.997576, 1289.894531
2.999091, 1293.022461
3.000606, 1290.112183
3.002121, 1295.035156
3.003635, 1296.476685
3.005150, 1298.353271
3.006665, 1293.974365
3.008179, 1292.097656
3.009694, 1287.637085
3.011209, 1289.323364
3.012723, 1287.501099
3.014238, 1283.774902
3.015753, 1283.938110
3.017267, 1283.584473
3.018782, 1288.425781
3.020297, 1293.403198
3.021812, 1294.382324
3.023326, 1294.980713
3.024841, 1291.336060
3.026356, 1289.595337
3.027870, 1286.141113
3.029385, 1285.923584
3.030900, 1282.741333
3.032414, 1279.722290
3.033929, 1273.847412
3.035444, 1269.332397
3.036959, 1263.457520
3.038473, 1260.900879
3.039988, 1257.745850
3.041503, 1263.947021
3.043017, 1262.396729
3.044532, 1265.606201
3.046047, 1261.036865
3.047561, 1261.254395
3.049076, 1254.971558
3.050591, 1253.094849
3.052105, 1253.394043
3.053620, 1254.753906
3.055135, 1257.392212
3.056650, 1256.032227
3.058164, 1257.664185
3.059679, 1259.840088
3.061194, 1252.659668
3.062708, 1248.715820
3.064223, 1248.770264
3.065738, 1249.477417
3.067252, 1248.879028
3.068767, 1244.282471
3.070282, 1241.072998
3.071796, 1238.869995
3.073311, 1231.607910
3.074826, 1232.179077
3.076341, 1227.691284
3.077855, 1231.526367
3.079370, 1226.984131
3.080885, 1228.371338
3.082399, 1227.772949
3.083914, 1224.889893
3.085429, 1226.848145
3.086943, 1231.091187
3.088458, 1236.993286
3.089973, 1238.325928
3.091487, 1240.311523
3.093002, 1239.522705
3.094517, 1240.447510
3.096032, 1243.928833
3.097546, 1242.596191
3.099061, 1248.171875
3.100576, 1246.539917
3.102090, 1246.349609
3.103605, 1242.188232
3.105120, 1238.434814
3.106634, 1231.852661
3.108149, 1230.248047
3.109664, 1228.996826
3.111178, 1234.490967
3.112693, 1231.879883
3.114208, 1235.279785
3.115723, 1233.865356
3.117237, 1234.599731
3.118752, 1227.528076
3.120267, 1225.624268
3.121781, 1221.571655
3.123296, 1217.029419
3.124811, 1213.575195
3.126325, 1214.255249
3.127840, 1215.451904
3.129355, 1211.671387
